Province,Region,District,Tehsil,admin_unit,Gender,Age Group,Population Reporting,% of Total Population
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,18 - 60,20381,47.2%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,18 &  ABOVE,21987,52.6%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,18 &  ABOVE,22674,52.5%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,60 &  ABOVE,1868,4.5%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,60 &  ABOVE,2557,5.9%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,65 &  ABOVE,1156,2.8%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,65 &  ABOVE,1619,3.7%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,UNDER 1,830,2%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,UNDER 1,811,1.9%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,UNDER 10,11977,28.6%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,UNDER 10,12416,28.7%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,UNDER 15,17117,40.9%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,UNDER 15,17698,41%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Female,UNDER 5,6115,14.6%
Khyber Pakhtunkhwa,Urban,Mardan,Takht Bhai,TEHSIL,Male,UNDER 5,6262,14.5%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,05 - 24,822,44.1%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,05 - 24,790,34.9%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Tgend,05 - 24,1,100%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,15 - 49,794,42.6%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,15 - 49,885,39.1%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Tgend,15 - 49,1,100%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,15 - 64,869,46.6%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,15 - 64,1006,44.4%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Tgend,15 - 64,1,100%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,18 - 60,743,39.8%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,18 - 60,866,38.2%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,18 &  ABOVE,759,40.7%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,18 &  ABOVE,911,40.2%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,60 &  ABOVE,22,1.2%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,60 &  ABOVE,55,2.4%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,65 &  ABOVE,10,0.5%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,65 &  ABOVE,27,1.2%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,UNDER 1,36,1.9%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,UNDER 1,71,3.1%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,UNDER 10,646,34.6%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,UNDER 10,908,40.1%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,UNDER 15,885,47.5%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,UNDER 15,1138,50.2%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Female,UNDER 5,386,20.7%
Khyber Pakhtunkhwa,Urban,North Waziristan,Miran Shah,TEHSIL,Male,UNDER 5,665,29.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,05 - 24,19439,45%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,05 - 24,19137,44%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,15 - 49,22523,52.1%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,15 - 49,21480,49.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Tgend,15 - 49,1,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,15 - 64,25758,59.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,15 - 64,25560,58.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Tgend,15 - 64,1,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,18 - 60,22308,51.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,18 - 60,22061,50.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Tgend,18 - 60,1,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,18 &  ABOVE,24120,55.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,18 &  ABOVE,24640,56.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Tgend,18 &  ABOVE,1,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,60 &  ABOVE,2031,4.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,60 &  ABOVE,2847,6.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,65 &  ABOVE,1220,2.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,65 &  ABOVE,1846,4.2%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,UNDER 1,738,1.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,UNDER 1,696,1.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,UNDER 10,10852,25.1%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,UNDER 10,10722,24.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,UNDER 15,16267,37.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,UNDER 15,16109,37%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Female,UNDER 5,5407,12.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Jehangira,TEHSIL,Male,UNDER 5,5332,12.3%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,05 - 24,41943,44.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,05 - 24,45613,42.2%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Tgend,05 - 24,9,31%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,15 - 49,47521,50.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,15 - 49,58253,53.9%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Tgend,15 - 49,28,96.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,15 - 64,53710,56.9%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,15 - 64,66351,61.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Tgend,15 - 64,29,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,18 - 60,46846,49.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,18 - 60,58789,54.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Tgend,18 - 60,28,96.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,18 &  ABOVE,50187,53.2%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,18 &  ABOVE,63456,58.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Tgend,18 &  ABOVE,28,96.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,60 &  ABOVE,3785,4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,60 &  ABOVE,5183,4.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,65 &  ABOVE,2189,2.3%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,65 &  ABOVE,3173,2.9%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,UNDER 1,1506,1.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,UNDER 1,1486,1.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,UNDER 10,24378,25.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,UNDER 10,24391,22.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,UNDER 15,36141,38.3%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,UNDER 15,36517,33.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Female,UNDER 5,11708,12.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Nowshera - Nowshera,TEHSIL,Male,UNDER 5,11867,11%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,05 - 24,12410,47.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,05 - 24,12334,46.3%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Tgend,05 - 24,1,50%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,15 - 49,13182,50.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,15 - 49,12833,48.2%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Tgend,15 - 49,2,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,15 - 64,15008,57.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,15 - 64,15028,56.4%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Tgend,15 - 64,2,100%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,18 - 60,12902,49.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,18 - 60,12805,48.1%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Tgend,18 - 60,1,50%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,18 &  ABOVE,13826,53%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,18 &  ABOVE,14175,53.2%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Tgend,18 &  ABOVE,1,50%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,60 &  ABOVE,1036,4%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,60 &  ABOVE,1505,5.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,65 &  ABOVE,610,2.3%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,65 &  ABOVE,939,3.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,UNDER 1,452,1.7%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,UNDER 1,413,1.6%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,UNDER 10,6921,26.5%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,UNDER 10,7146,26.8%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,UNDER 15,10455,40.1%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,UNDER 15,10659,40%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Female,UNDER 5,3408,13.1%
Khyber Pakhtunkhwa,Urban,Nowshera,Pabbi,TEHSIL,Male,UNDER 5,3560,13.4%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,05 - 24,430967,46.5%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,05 - 24,448070,45.7%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,05 - 24,72,45.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,15 - 49,481776,52%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,15 - 49,499289,50.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,15 - 49,154,98.1%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,15 - 64,545499,58.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,15 - 64,578695,59.1%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,15 - 64,154,98.1%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,18 - 60,472092,51%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,18 - 60,498348,50.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,18 - 60,141,89.8%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,18 &  ABOVE,503507,54.4%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,18 &  ABOVE,546296,55.7%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,18 &  ABOVE,142,90.4%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,60 &  ABOVE,36036,3.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,60 &  ABOVE,53958,5.5%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,60 &  ABOVE,1,0.6%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,65 &  ABOVE,20399,2.2%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,65 &  ABOVE,32730,3.3%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,65 &  ABOVE,1,0.6%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,UNDER 1,12740,1.4%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,UNDER 1,12949,1.3%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,UNDER 10,240116,25.9%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,UNDER 10,246207,25.1%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,UNDER 15,356596,38.5%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,UNDER 15,365484,37.3%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Tgend,UNDER 15,2,1.3%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Female,UNDER 5,121541,13.1%
Khyber Pakhtunkhwa,Urban,Peshawar,Peshawar,TEHSIL,Male,UNDER 5,124580,12.7%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,05 - 24,10046,43.7%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,05 - 24,10615,45.5%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,15 - 49,11652,50.6%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,15 - 49,10910,46.8%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,15 - 64,13527,58.8%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,15 - 64,13015,55.8%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,18 - 60,11561,50.3%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,18 - 60,10898,46.7%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,18 &  ABOVE,12840,55.8%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,18 &  ABOVE,12423,53.3%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,60 &  ABOVE,1381,6%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,60 &  ABOVE,1653,7.1%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,65 &  ABOVE,925,4%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,65 &  ABOVE,1118,4.8%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,UNDER 1,432,1.9%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,UNDER 1,453,1.9%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,UNDER 10,5904,25.7%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,UNDER 10,6176,26.5%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,UNDER 15,8553,37.2%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,UNDER 15,9182,39.4%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Female,UNDER 5,3075,13.4%
Khyber Pakhtunkhwa,Urban,Swabi,Lahor,TEHSIL,Male,UNDER 5,3211,13.8%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,05 - 24,5924,43.6%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,05 - 24,6307,44.4%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,15 - 49,6856,50.4%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,15 - 49,6734,47.4%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,15 - 64,8046,59.2%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,15 - 64,8090,57%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,18 - 60,6991,51.4%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,18 - 60,6952,49%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,18 &  ABOVE,7749,57%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,18 &  ABOVE,7926,55.8%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,60 &  ABOVE,836,6.2%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,60 &  ABOVE,1062,7.5%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,65 &  ABOVE,532,3.9%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,65 &  ABOVE,733,5.2%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,UNDER 1,208,1.5%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,UNDER 1,233,1.6%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,UNDER 10,3346,24.6%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,UNDER 10,3554,25%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,UNDER 15,4926,36.2%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,UNDER 15,5291,37.3%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Female,UNDER 5,1654,12.2%
Khyber Pakhtunkhwa,Urban,Swabi,Razar,TEHSIL,Male,UNDER 5,1733,12.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,05 - 24,42441,44.5%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,05 - 24,44127,46.3%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,05 - 24,8,50%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,15 - 49,47672,50%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,15 - 49,43448,45.6%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,15 - 49,10,62.5%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,15 - 64,55461,58.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,15 - 64,51805,54.3%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,15 - 64,11,68.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,18 - 60,47810,50.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,18 - 60,43801,45.9%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,18 - 60,11,68.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,18 &  ABOVE,52837,55.4%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,18 &  ABOVE,50038,52.5%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,18 &  ABOVE,11,68.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,60 &  ABOVE,5500,5.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,60 &  ABOVE,6760,7.1%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,65 &  ABOVE,3472,3.6%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,65 &  ABOVE,4551,4.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,UNDER 1,1707,1.8%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,UNDER 1,1802,1.9%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,UNDER 10,24962,26.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,UNDER 10,26718,28%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,UNDER 15,36394,38.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,UNDER 15,38997,40.9%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Tgend,UNDER 15,5,31.3%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Female,UNDER 5,12604,13.2%
Khyber Pakhtunkhwa,Urban,Swabi,Swabi,TEHSIL,Male,UNDER 5,13451,14.1%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,05 - 24,16678,46.1%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,05 - 24,18146,46.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,15 - 49,17979,49.6%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,15 - 49,18330,47.4%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,15 - 64,20683,57.1%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,15 - 64,21204,54.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,18 - 60,17771,49.1%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,18 - 60,17971,46.5%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,18 &  ABOVE,19376,53.5%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,18 &  ABOVE,20085,52%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,60 &  ABOVE,1767,4.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,60 &  ABOVE,2302,6%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,65 &  ABOVE,1078,3%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,65 &  ABOVE,1558,4%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,UNDER 1,663,1.8%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,UNDER 1,734,1.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,UNDER 10,9779,27%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,UNDER 10,10796,27.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,UNDER 15,14367,39.7%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,UNDER 15,15816,40.9%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Female,UNDER 5,5009,13.8%
Khyber Pakhtunkhwa,Urban,Swabi,Topi,TEHSIL,Male,UNDER 5,5460,14.1%
Khyber Pakhtunkhwa,Urban,Swat,Babuzai,TEHSIL,Female,05 - 24,82401,47.8%
Khyber Pakhtunkhwa,Urban,Swat,Babuzai,TEHSIL,Male,05 - 24,89225,47.3%
Khyber Pakhtunkhwa,Urban,Swat,Babuzai,TEHSIL,Tgend,05 - 24,17,37%
Khyber Pakhtunkhwa,Urban,Swat,Babuzai,TEHSIL,Female,15 - 49,85966,49.9%
Khyber Pakhtunkhwa,Urban,Swat,Babuzai,TEHSIL,Male,15 - 49,91008,48.2%
