"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","SEX_AGE_GROUP_IN_YEARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TRANSGENDER_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TRANSGENDER_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TRANSGENDER_URBAN","AGE_GROUP_IN_YEARS"
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","18 - 60",118121,62515,55601,5,118121,62515,55601,5,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","18 &  ABOVE",125442,66749,58688,5,125442,66749,58688,5,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","60 &  ABOVE",8026,4627,3399,NA,8026,4627,3399,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","65 &  ABOVE",5077,2928,2149,NA,5077,2928,2149,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","ALL AGES",33410,18736,14674,NA,33410,18736,14674,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","UNDER 1",1233,648,585,NA,1233,648,585,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","UNDER 5",8174,4453,3721,NA,8174,4453,3721,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","UNDER 10",14968,8424,6544,NA,14968,8424,6544,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","UNDER 15",20234,11976,8258,NA,20234,11976,8258,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","05 - 24",16393,10233,6160,NA,16393,10233,6160,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","15 - 49",11292,5779,5513,NA,11292,5779,5513,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","15 - 64",12754,6506,6248,NA,12754,6506,6248,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","18 - 60",10506,4727,5779,NA,10506,4727,5779,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","18 &  ABOVE",11205,5133,6072,NA,11205,5133,6072,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","60 &  ABOVE",785,456,329,NA,785,456,329,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","65 &  ABOVE",422,254,168,NA,422,254,168,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","ALL AGES",50943,26696,24247,NA,22063,11772,10291,NA,28880,14924,13956,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","UNDER 1",1523,800,723,NA,657,338,319,NA,866,462,404,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","UNDER 5",11225,5811,5414,NA,5047,2632,2415,NA,6178,3179,2999,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","UNDER 10",20907,10996,9911,NA,9305,4990,4315,NA,11602,6006,5596,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","UNDER 15",26935,14451,12484,NA,11890,6559,5331,NA,15045,7892,7153,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","05 - 24",24039,12941,11098,NA,10272,5731,4541,NA,13767,7210,6557,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","15 - 49",19691,10029,9662,NA,8208,4177,4031,NA,11483,5852,5631,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","15 - 64",22769,11616,11153,NA,9570,4887,4683,NA,13199,6729,6470,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","18 - 60",19394,9679,9715,NA,8124,4034,4090,NA,11270,5645,5625,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","18 &  ABOVE",21294,10668,10626,NA,9006,4510,4496,NA,12288,6158,6130,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","60 &  ABOVE",2076,1087,989,NA,981,531,450,NA,1095,556,539,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","65 &  ABOVE",1239,629,610,NA,603,326,277,NA,636,303,333,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","ALL AGES",21711,13350,8361,NA,21711,13350,8361,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","UNDER 1",368,235,133,NA,368,235,133,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","UNDER 5",4196,2706,1490,NA,4196,2706,1490,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","UNDER 10",8272,5235,3037,NA,8272,5235,3037,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","UNDER 15",11286,7415,3871,NA,11286,7415,3871,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","05 - 24",11148,7105,4043,NA,11148,7105,4043,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","15 - 49",8751,4943,3808,NA,8751,4943,3808,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","15 - 64",9894,5589,4305,NA,9894,5589,4305,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","18 - 60",8412,4525,3887,NA,8412,4525,3887,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","18 &  ABOVE",9135,4995,4140,NA,9135,4995,4140,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","60 &  ABOVE",818,524,294,NA,818,524,294,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","65 &  ABOVE",531,346,185,NA,531,346,185,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","ALL AGES",33340,18690,14650,NA,33340,18690,14650,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","UNDER 1",850,437,413,NA,850,437,413,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","UNDER 5",7988,4420,3568,NA,7988,4420,3568,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","UNDER 10",15500,8808,6692,NA,15500,8808,6692,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","UNDER 15",20391,11938,8453,NA,20391,11938,8453,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","05 - 24",17109,10328,6781,NA,17109,10328,6781,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","15 - 49",11201,5761,5440,NA,11201,5761,5440,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","15 - 64",12477,6456,6021,NA,12477,6456,6021,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","18 - 60",10287,4960,5327,NA,10287,4960,5327,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","18 &  ABOVE",11019,5404,5615,NA,11019,5404,5615,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","60 &  ABOVE",830,500,330,NA,830,500,330,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","65 &  ABOVE",472,296,176,NA,472,296,176,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","ALL AGES",44396,23865,20530,1,44396,23865,20530,1,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","UNDER 1",1610,865,745,NA,1610,865,745,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","UNDER 5",10866,5723,5143,NA,10866,5723,5143,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","UNDER 10",19478,10658,8820,NA,19478,10658,8820,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","UNDER 15",24373,13793,10580,NA,24373,13793,10580,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","05 - 24",20375,11584,8791,NA,20375,11584,8791,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","15 - 49",16588,8295,8292,1,16588,8295,8292,1,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","15 - 64",18963,9475,9487,1,18963,9475,9487,1,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","18 - 60",16415,7923,8491,1,16415,7923,8491,1,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","18 &  ABOVE",18008,8793,9214,1,18008,8793,9214,1,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","60 &  ABOVE",1798,978,820,NA,1798,978,820,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","65 &  ABOVE",1060,597,463,NA,1060,597,463,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","ALL AGES",32226,18391,13835,NA,32226,18391,13835,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","UNDER 1",1971,1018,953,NA,1971,1018,953,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","UNDER 5",8962,5046,3916,NA,8962,5046,3916,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","UNDER 10",15722,9087,6635,NA,15722,9087,6635,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","UNDER 15",20688,12297,8391,NA,20688,12297,8391,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","05 - 24",16349,9979,6370,NA,16349,9979,6370,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","15 - 49",10122,5309,4813,NA,10122,5309,4813,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","15 - 64",11165,5877,5288,NA,11165,5877,5288,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","18 - 60",8921,4324,4597,NA,8921,4324,4597,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","18 &  ABOVE",9499,4669,4830,NA,9499,4669,4830,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","60 &  ABOVE",640,377,263,NA,640,377,263,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","65 &  ABOVE",373,217,156,NA,373,217,156,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","ALL AGES",12523,6635,5888,NA,12523,6635,5888,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","UNDER 1",357,152,205,NA,357,152,205,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","UNDER 5",2813,1385,1428,NA,2813,1385,1428,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","UNDER 10",5309,2813,2496,NA,5309,2813,2496,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","UNDER 15",6631,3682,2949,NA,6631,3682,2949,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","05 - 24",5875,3396,2479,NA,5875,3396,2479,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","15 - 49",4913,2439,2474,NA,4913,2439,2474,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","15 - 64",5671,2831,2840,NA,5671,2831,2840,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","18 - 60",4896,2322,2574,NA,4896,2322,2574,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","18 &  ABOVE",5261,2535,2726,NA,5261,2535,2726,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","60 &  ABOVE",426,245,181,NA,426,245,181,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","65 &  ABOVE",221,122,99,NA,221,122,99,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","ALL AGES",126725,68225,58497,3,47158,26220,20936,2,79567,42005,37561,1,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","UNDER 1",3252,1693,1559,NA,884,443,441,NA,2368,1250,1118,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","UNDER 5",27661,14799,12862,NA,10204,5525,4679,NA,17457,9274,8183,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","UNDER 10",52301,28796,23505,NA,19716,11237,8479,NA,32585,17559,15026,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","UNDER 15",67864,38340,29523,1,25502,15154,10347,1,42362,23186,19176,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","05 - 24",63252,35254,27995,3,22954,13502,9450,2,40298,21752,18545,1,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","15 - 49",50608,25614,24992,2,18465,9338,9126,1,32143,16276,15866,1,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","15 - 64",56851,28791,28058,2,20867,10585,10281,1,35984,18206,17777,1,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","18 - 60",48725,24022,24703,NA,18348,9005,9343,NA,30377,15017,15360,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","18 &  ABOVE",51911,25754,26157,NA,19595,9757,9838,NA,32316,15997,16319,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","60 &  ABOVE",3545,1917,1628,NA,1401,834,567,NA,2144,1083,1061,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","65 &  ABOVE",2010,1094,916,NA,789,481,308,NA,1221,613,608,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","ALL AGES",137294,72365,64915,14,127511,67084,60416,11,9783,5281,4499,3,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","UNDER 1",1271,581,690,NA,1252,574,678,NA,19,7,12,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","UNDER 5",23382,12253,11129,NA,22375,11748,10627,NA,1007,505,502,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","UNDER 10",46409,24452,21957,NA,44499,23521,20978,NA,1910,931,979,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","UNDER 15",64362,33820,30540,2,61472,32393,29077,2,2890,1427,1463,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","05 - 24",66905,35160,31734,11,62627,32918,29698,11,4278,2242,2036,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","15 - 49",64696,33719,30965,12,58717,30432,28276,9,5979,3287,2689,3,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","15 - 64",70910,37376,33522,12,64214,33626,30579,9,6696,3750,2943,3,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","18 - 60",60852,32004,28843,5,54933,28721,26210,2,5919,3283,2633,3,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","18 &  ABOVE",63839,33753,30081,5,57625,30297,27326,2,6214,3456,2755,3,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","60 &  ABOVE",3360,1965,1395,NA,3018,1763,1255,NA,342,202,140,NA,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","65 &  ABOVE",2022,1169,853,NA,1825,1065,760,NA,197,104,93,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","ALL AGES",13615,7144,6463,8,13615,7144,6463,8,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","UNDER 1",92,48,44,NA,92,48,44,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","UNDER 5",1487,722,765,NA,1487,722,765,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","UNDER 10",3127,1547,1580,NA,3127,1547,1580,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","UNDER 15",4667,2369,2298,NA,4667,2369,2298,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","05 - 24",5933,3136,2793,4,5933,3136,2793,4,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","15 - 49",7767,4083,3676,8,7767,4083,3676,8,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","15 - 64",8693,4621,4064,8,8693,4621,4064,8,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","18 - 60",7876,4166,3704,6,7876,4166,3704,6,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","18 &  ABOVE",8266,4409,3851,6,8266,4409,3851,6,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","60 &  ABOVE",460,288,172,NA,460,288,172,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","65 &  ABOVE",255,154,101,NA,255,154,101,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","ALL AGES",21930,11323,10584,23,21930,11323,10584,23,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","UNDER 1",507,271,236,NA,507,271,236,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","UNDER 5",4226,2230,1996,NA,4226,2230,1996,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","UNDER 10",7439,3782,3657,NA,7439,3782,3657,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","UNDER 15",9751,4934,4817,NA,9751,4934,4817,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","05 - 24",9797,4932,4860,5,9797,4932,4860,5,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","15 - 49",10431,5345,5065,21,10431,5345,5065,21,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","15 - 64",11651,6046,5582,23,11651,6046,5582,23,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","18 - 60",10215,5282,4911,22,10215,5282,4911,22,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","18 &  ABOVE",10963,5752,5189,22,10963,5752,5189,22,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","60 &  ABOVE",844,522,322,NA,844,522,322,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","TALAO","SUB-TEHSIL","65 &  ABOVE",528,343,185,NA,528,343,185,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","ALL AGES",32205,16389,15813,3,32205,16389,15813,3,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","UNDER 1",522,259,263,NA,522,259,263,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","UNDER 5",6062,2988,3074,NA,6062,2988,3074,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","UNDER 10",10358,5086,5272,NA,10358,5086,5272,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","UNDER 15",13562,6728,6834,NA,13562,6728,6834,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","05 - 24",14480,7235,7244,1,14480,7235,7244,1,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","15 - 49",15884,8103,7778,3,15884,8103,7778,3,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","15 - 64",17824,9166,8655,3,17824,9166,8655,3,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","18 - 60",15655,8010,7642,3,15655,8010,7642,3,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","18 &  ABOVE",16801,8697,8101,3,16801,8697,8101,3,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","60 &  ABOVE",1303,777,526,NA,1303,777,526,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","THAL CHUTYALI","SUB-DIVISION","65 &  ABOVE",819,495,324,NA,819,495,324,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","ALL AGES",147673,78278,69379,16,76821,40700,36113,8,70852,37578,33266,8,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","UNDER 1",3083,1661,1422,NA,2261,1209,1052,NA,822,452,370,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","UNDER 5",21086,11219,9867,NA,12810,6679,6131,NA,8276,4540,3736,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","UNDER 10",41299,21940,19359,NA,24692,12983,11709,NA,16607,8957,7650,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","UNDER 15",61471,32977,28493,1,36405,19467,16937,1,25066,13510,11556,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","05 - 24",71720,38291,33426,3,39673,21612,18058,3,32047,16679,15368,NA,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","15 - 49",73257,38072,35175,10,34434,17986,16442,6,38823,20086,18733,4,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","15 - 64",82271,43120,39137,14,38439,20174,18258,7,43832,22946,20879,7,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","18 - 60",69149,35704,33431,14,31067,15880,15180,7,38082,19824,18251,7,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","18 &  ABOVE",74753,38825,35913,15,33741,17331,16403,7,41012,21494,19510,8,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","60 &  ABOVE",6285,3499,2784,2,2975,1619,1356,NA,3310,1880,1428,2,NA
"BALOCHISTAN","MEKRAN","GWADAR","GWADAR","SUB-DIVISION","65 &  ABOVE",3931,2181,1749,1,1977,1059,918,NA,1954,1122,831,1,NA
