"PROVINCE","DIVISION","DISTRICT","TEHSIL","ADMIN_UNIT","VARS","ALL_SEXES_OVERALL","MALE_OVERALL","FEMALE_OVERALL","TGEND_OVERALL","ALL_SEXES_RURAL","MALE_RURAL","FEMALE_RURAL","TGEND_RURAL","ALL_SEXES_URBAN","MALE_URBAN","FEMALE_URBAN","TGEND_URBAN"
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Literate %",51.36,61.27,39.83,NA,NA,NA,NA,NA,51.36,61.27,39.83,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Ever Attended",49195,32638,16557,NA,NA,NA,NA,NA,49195,32638,16557,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Primary Completed",4610,2841,1769,NA,NA,NA,NA,NA,4610,2841,1769,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Enrolment Primary",16440,10526,5914,NA,NA,NA,NA,NA,16440,10526,5914,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Enrolment Middle",5108,3679,1429,NA,NA,NA,NA,NA,5108,3679,1429,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Enrolment Matric",1413,1057,356,NA,NA,NA,NA,NA,1413,1057,356,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Enrolment Intermidiate",1094,844,250,NA,NA,NA,NA,NA,1094,844,250,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Enrolment Graduation above",750,566,184,NA,NA,NA,NA,NA,750,566,184,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Never to School (all)",56622,24735,31886,1,NA,NA,NA,NA,56622,24735,31886,1
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Drop Out (5 - 16)",4730,2468,2262,NA,NA,NA,NA,NA,4730,2468,2262,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Never to School (5-16)",18532,8292,10240,NA,NA,NA,NA,NA,18532,8292,10240,NA
NA,NA,"CHAMAN","CHAMAN CITY","SUB-DIVISION","Out of School Children (5-16)",23262,10760,12502,NA,NA,NA,NA,NA,23262,10760,12502,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Population >=5",264478,147477,116989,12,264478,147477,116989,12,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Population >=10",200105,110149,89944,12,200105,110149,89944,12,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Literate >=10",70403,46459,23941,3,70403,46459,23941,3,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Literate %",35.18,42.18,26.62,25,35.18,42.18,26.62,25,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Ever Attended",66641,51371,15268,2,66641,51371,15268,2,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Primary Completed",6189,4688,1500,1,6189,4688,1500,1,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Enrolment Primary",31012,24807,6205,NA,31012,24807,6205,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Enrolment Middle",4211,3185,1025,1,4211,3185,1025,1,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Enrolment Matric",1527,1203,324,NA,1527,1203,324,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Enrolment Intermidiate",1035,874,161,NA,1035,874,161,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Enrolment Graduation above",661,580,81,NA,661,580,81,NA,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Never to School (all)",197837,96106,101721,10,197837,96106,101721,10,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Drop Out (5 - 16)",5117,3069,2047,1,5117,3069,2047,1,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Never to School (5-16)",89520,44599,44917,4,89520,44599,44917,4,NA,NA,NA,NA
"BALOCHISTAN","QUETTA","CHAMAN","CHAMAN SADDAR","SUB-DIVISION","Out of School Children (5-16)",94637,47668,46964,5,94637,47668,46964,5,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Population >=5",25236,14283,10953,NA,25236,14283,10953,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Population >=10",18442,10312,8130,NA,18442,10312,8130,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Literate >=10",2880,2480,400,NA,2880,2480,400,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Literate %",15.62,24.05,4.92,NA,15.62,24.05,4.92,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Ever Attended",4667,3860,807,NA,4667,3860,807,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Primary Completed",442,406,36,NA,442,406,36,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Enrolment Primary",2757,2107,650,NA,2757,2107,650,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Enrolment Middle",463,413,50,NA,463,413,50,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Enrolment Matric",138,121,17,NA,138,121,17,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Enrolment Intermidiate",70,64,6,NA,70,64,6,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Enrolment Graduation above",44,39,5,NA,44,39,5,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Never to School (all)",20569,10423,10146,NA,20569,10423,10146,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Drop Out (5 - 16)",298,277,21,NA,298,277,21,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Never to School (5-16)",9539,5516,4023,NA,9539,5516,4023,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","BAIKER","SUB-TEHSIL","Out of School Children (5-16)",9837,5793,4044,NA,9837,5793,4044,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Population >=5",39718,20885,18833,NA,17016,9140,7876,NA,22702,11745,10957,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Population >=10",30036,15700,14336,NA,12758,6782,5976,NA,17278,8918,8360,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Literate >=10",10137,7562,2575,NA,2142,1685,457,NA,7995,5877,2118,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Literate %",33.75,48.17,17.96,NA,16.79,24.85,7.65,NA,46.27,65.9,25.33,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Ever Attended",13767,9989,3778,NA,3223,2486,737,NA,10544,7503,3041,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Primary Completed",860,604,256,NA,199,178,21,NA,661,426,235,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Enrolment Primary",5654,3510,2144,NA,1694,1137,557,NA,3960,2373,1587,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Enrolment Middle",1269,926,343,NA,166,149,17,NA,1103,777,326,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Enrolment Matric",650,510,140,NA,89,80,9,NA,561,430,131,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Enrolment Intermidiate",499,406,93,NA,99,94,5,NA,400,312,88,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Enrolment Graduation above",426,348,78,NA,63,56,7,NA,363,292,71,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Never to School (all)",25951,10896,15055,NA,13793,6654,7139,NA,12158,4242,7916,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Drop Out (5 - 16)",545,318,227,NA,244,161,83,NA,301,157,144,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Never to School (5-16)",9408,4443,4965,NA,5408,2858,2550,NA,4000,1585,2415,NA
"BALOCHISTAN","SIBI","DERA BUGTI","DERA BUGTI","SUB-DIVISION","Out of School Children (5-16)",9953,4761,5192,NA,5652,3019,2633,NA,4301,1742,2559,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Population >=5",17515,10644,6871,NA,17515,10644,6871,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Population >=10",13439,8115,5324,NA,13439,8115,5324,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Literate >=10",1994,1426,568,NA,1994,1426,568,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Literate %",14.84,17.57,10.67,NA,14.84,17.57,10.67,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Ever Attended",2352,1814,538,NA,2352,1814,538,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Primary Completed",120,78,42,NA,120,78,42,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Enrolment Primary",1192,885,307,NA,1192,885,307,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Enrolment Middle",153,125,28,NA,153,125,28,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Enrolment Matric",67,57,10,NA,67,57,10,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Enrolment Intermidiate",51,44,7,NA,51,44,7,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Enrolment Graduation above",50,47,3,NA,50,47,3,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Never to School (all)",15163,8830,6333,NA,15163,8830,6333,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Drop Out (5 - 16)",252,180,72,NA,252,180,72,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Never to School (5-16)",6399,4175,2224,NA,6399,4175,2224,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","LOTI","SUB-TEHSIL","Out of School Children (5-16)",6651,4355,2296,NA,6651,4355,2296,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Population >=5",25352,14270,11082,NA,25352,14270,11082,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Population >=10",17840,9882,7958,NA,17840,9882,7958,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Literate >=10",4602,3433,1169,NA,4602,3433,1169,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Literate %",25.8,34.74,14.69,NA,25.8,34.74,14.69,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Ever Attended",4346,3507,839,NA,4346,3507,839,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Primary Completed",295,249,46,NA,295,249,46,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Enrolment Primary",2178,1635,543,NA,2178,1635,543,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Enrolment Middle",405,355,50,NA,405,355,50,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Enrolment Matric",134,121,13,NA,134,121,13,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Enrolment Intermidiate",59,55,4,NA,59,55,4,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Enrolment Graduation above",105,98,7,NA,105,98,7,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Never to School (all)",21006,10763,10243,NA,21006,10763,10243,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Drop Out (5 - 16)",200,145,55,NA,200,145,55,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Never to School (5-16)",10833,6231,4602,NA,10833,6231,4602,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","MALAM","SUB-TEHSIL","Out of School Children (5-16)",11033,6376,4657,NA,11033,6376,4657,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Population >=5",33530,18142,15387,1,33530,18142,15387,1,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Population >=10",24918,13207,11710,1,24918,13207,11710,1,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Literate >=10",3021,2633,388,NA,3021,2633,388,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Literate %",12.12,19.94,3.31,NA,12.12,19.94,3.31,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Ever Attended",5301,4244,1057,NA,5301,4244,1057,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Primary Completed",321,263,58,NA,321,263,58,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Enrolment Primary",2851,2018,833,NA,2851,2018,833,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Enrolment Middle",390,330,60,NA,390,330,60,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Enrolment Matric",181,158,23,NA,181,158,23,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Enrolment Intermidiate",131,125,6,NA,131,125,6,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Enrolment Graduation above",107,107,NA,NA,107,107,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Never to School (all)",28229,13898,14330,1,28229,13898,14330,1,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Drop Out (5 - 16)",176,139,37,NA,176,139,37,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Never to School (5-16)",11085,6232,4853,NA,11085,6232,4853,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","PIR KOH","SUB-TEHSIL","Out of School Children (5-16)",11261,6371,4890,NA,11261,6371,4890,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Population >=5",23264,13345,9919,NA,23264,13345,9919,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Population >=10",16504,9304,7200,NA,16504,9304,7200,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Literate >=10",2433,2104,329,NA,2433,2104,329,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Literate %",14.74,22.61,4.57,NA,14.74,22.61,4.57,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Ever Attended",4457,3629,828,NA,4457,3629,828,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Primary Completed",389,340,49,NA,389,340,49,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Enrolment Primary",2557,1953,604,NA,2557,1953,604,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Enrolment Middle",269,232,37,NA,269,232,37,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Enrolment Matric",120,97,23,NA,120,97,23,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Enrolment Intermidiate",58,55,3,NA,58,55,3,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Enrolment Graduation above",63,57,6,NA,63,57,6,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Never to School (all)",18807,9716,9091,NA,18807,9716,9091,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Drop Out (5 - 16)",186,160,26,NA,186,160,26,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Never to School (5-16)",9872,5745,4127,NA,9872,5745,4127,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","QADIRABAD","SUB-DIVISION","Out of School Children (5-16)",10058,5905,4153,NA,10058,5905,4153,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Population >=5",9710,5250,4460,NA,9710,5250,4460,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Population >=10",7214,3822,3392,NA,7214,3822,3392,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Literate >=10",979,858,121,NA,979,858,121,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Literate %",13.57,22.45,3.57,NA,13.57,22.45,3.57,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Ever Attended",1571,1281,290,NA,1571,1281,290,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Primary Completed",104,94,10,NA,104,94,10,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Enrolment Primary",879,631,248,NA,879,631,248,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Enrolment Middle",105,99,6,NA,105,99,6,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Enrolment Matric",56,48,8,NA,56,48,8,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Enrolment Intermidiate",44,44,NA,NA,44,44,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Enrolment Graduation above",36,36,NA,NA,36,36,NA,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Never to School (all)",8139,3969,4170,NA,8139,3969,4170,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Drop Out (5 - 16)",47,39,8,NA,47,39,8,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Never to School (5-16)",3070,1709,1361,NA,3070,1709,1361,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SANGSILLAH","SUB-TEHSIL","Out of School Children (5-16)",3117,1748,1369,NA,3117,1748,1369,NA,NA,NA,NA,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Population >=5",99064,53426,45635,3,36954,20695,16257,2,62110,32731,29378,1
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Population >=10",74424,39429,34992,3,27442,14983,12457,2,46982,24446,22535,1
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Literate >=10",22770,17266,5504,NA,3970,2877,1093,NA,18800,14389,4411,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Literate %",30.59,43.79,15.73,NA,14.47,19.2,8.77,NA,40.02,58.86,19.57,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Ever Attended",26679,20748,5931,NA,4675,3794,881,NA,22004,16954,5050,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Primary Completed",1647,1217,430,NA,220,200,20,NA,1427,1017,410,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Enrolment Primary",10105,6765,3340,NA,2782,2091,691,NA,7323,4674,2649,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Enrolment Middle",2710,2122,588,NA,233,197,36,NA,2477,1925,552,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Enrolment Matric",1060,864,196,NA,126,110,16,NA,934,754,180,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Enrolment Intermidiate",1040,848,192,NA,97,88,9,NA,943,760,183,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Enrolment Graduation above",931,784,147,NA,100,94,6,NA,831,690,141,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Never to School (all)",72385,32678,39704,3,32279,16901,15376,2,40106,15777,24328,1
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Drop Out (5 - 16)",1186,829,357,NA,237,201,36,NA,949,628,321,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Never to School (5-16)",29332,15457,13873,2,13236,7874,5360,2,16096,7583,8513,NA
"BALOCHISTAN","SIBI","DERA BUGTI","SUI","SUB-DIVISION","Out of School Children (5-16)",30518,16286,14230,2,13473,8075,5396,2,17045,8211,8834,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Population >=5",113912,60112,53786,14,105136,55336,49789,11,8776,4776,3997,3
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Population >=10",90885,47913,42958,14,83012,43563,39438,11,7873,4350,3520,3
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Literate >=10",45877,29057,16814,6,40877,25973,14899,5,5000,3084,1915,1
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Literate %",50.48,60.65,39.14,42.86,49.24,59.62,37.78,45.45,63.51,70.9,54.4,33.33
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Ever Attended",33065,23583,9477,5,30019,21480,8535,4,3046,2103,942,1
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Primary Completed",3054,2144,906,4,2776,1968,805,3,278,176,101,1
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Enrolment Primary",8875,6439,2436,NA,8379,6124,2255,NA,496,315,181,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Enrolment Middle",4440,3259,1181,NA,4050,3076,974,NA,390,183,207,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Enrolment Matric",1178,770,407,1,1033,682,350,1,145,88,57,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Enrolment Intermidiate",1074,687,387,NA,933,609,324,NA,141,78,63,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Enrolment Graduation above",953,649,304,NA,820,559,261,NA,133,90,43,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Never to School (all)",80847,36529,44309,9,75117,33856,41254,7,5730,2673,3055,2
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Drop Out (5 - 16)",2141,1326,814,1,2026,1241,784,1,115,85,30,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Never to School (5-16)",30831,13203,17623,5,29569,12656,16908,5,1262,547,715,NA
"BALOCHISTAN","LORALAI","DUKI","DUKI","SUB-DIVISION","Out of School Children (5-16)",32972,14529,18437,6,31595,13897,17692,6,1377,632,745,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Population >=5",12128,6422,5698,8,12128,6422,5698,8,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Population >=10",10488,5597,4883,8,10488,5597,4883,8,NA,NA,NA,NA
"BALOCHISTAN","LORALAI","DUKI","LUNI","SUB-DIVISION","Literate >=10",3545,2406,1137,2,3545,2406,1137,2,NA,NA,NA,NA
